,Date,Ticker,Transaction,Transaction Price,Number of shares,Transaction Cost,Close,Net Shares,Cummulative Shares,Avg Price per Share,Cummulative Contributions,Daily Balance,Unrealized Gains(Losses)
2480,2017-10-11,GOOG,,,0.0,,989.25,-0.0,10.0,915.39,9153.9,9892.5,738.6000000000004
2481,2017-10-12,AAPL,,,0.0,,156.0,-0.0,200.0,69.185,13837.0,31200.0,17363.0
2482,2017-10-12,TSLA,,,0.0,,355.68,-0.0,55.0,199.77272727272728,10987.5,19562.4,8574.900000000001
2483,2017-10-12,GOOG,,,0.0,,987.83,-0.0,10.0,915.39,9153.9,9878.300000000001,724.4000000000015
2484,2017-10-13,AAPL,,,0.0,,156.99,-0.0,200.0,69.185,13837.0,31398.0,17561.0
2485,2017-10-13,GOOG,,,0.0,,989.68,-0.0,10.0,915.39,9153.9,9896.8,742.8999999999996
2486,2017-10-13,TSLA,,,0.0,,355.57,-0.0,55.0,199.77272727272728,10987.5,19556.35,8568.849999999999
2487,2017-10-16,AAPL,,,0.0,,159.88,-0.0,200.0,69.185,13837.0,31976.0,18139.0
2488,2017-10-16,GOOG,,,0.0,,992.0,-0.0,10.0,915.39,9153.9,9920.0,766.1000000000004
2489,2017-10-16,TSLA,,,0.0,,350.6,-0.0,55.0,199.77272727272728,10987.5,19283.0,8295.5
2490,2017-10-17,AAPL,,,0.0,,160.47,-0.0,200.0,69.185,13837.0,32094.0,18257.0
2491,2017-10-17,GOOG,,,0.0,,992.18,-0.0,10.0,915.39,9153.9,9921.8,767.8999999999996
2492,2017-10-17,TSLA,,,0.0,,355.75,-0.0,55.0,199.77272727272728,10987.5,19566.25,8578.75
2493,2017-10-18,AAPL,,,0.0,,159.76,-0.0,200.0,69.185,13837.0,31952.0,18115.0
2494,2017-10-18,GOOG,,,0.0,,992.81,-0.0,10.0,915.39,9153.9,9928.099999999999,774.1999999999989
2495,2017-10-18,TSLA,,,0.0,,359.65,-0.0,55.0,199.77272727272728,10987.5,19780.75,8793.25
2496,2017-10-19,AAPL,,,0.0,,155.98,-0.0,200.0,69.185,13837.0,31195.999999999996,17358.999999999996
2497,2017-10-19,GOOG,,,0.0,,984.45,-0.0,10.0,915.39,9153.9,9844.5,690.6000000000004
2498,2017-10-19,TSLA,,,0.0,,351.81,-0.0,55.0,199.77272727272728,10987.5,19349.55,8362.05
2499,2017-10-20,TSLA,,,0.0,,345.1,-0.0,55.0,199.77272727272728,10987.5,18980.5,7993.0
2500,2017-10-20,AAPL,,,0.0,,156.25,-0.0,200.0,69.185,13837.0,31250.0,17413.0
2501,2017-10-20,GOOG,,,0.0,,988.2,-0.0,10.0,915.39,9153.9,9882.0,728.1000000000004
2502,2017-10-23,TSLA,,,0.0,,337.02,-0.0,55.0,199.77272727272728,10987.5,18536.1,7548.5999999999985
2503,2017-10-23,AAPL,,,0.0,,156.17,-0.0,200.0,69.185,13837.0,31233.999999999996,17396.999999999996
2504,2017-10-23,GOOG,,,0.0,,968.45,-0.0,10.0,915.39,9153.9,9684.5,530.6000000000004
2505,2017-10-24,TSLA,,,0.0,,337.34,-0.0,55.0,199.77272727272728,10987.5,18553.699999999997,7566.199999999997
2506,2017-10-24,AAPL,,,0.0,,157.1,-0.0,200.0,69.185,13837.0,31420.0,17583.0
2507,2017-10-24,GOOG,,,0.0,,970.54,-0.0,10.0,915.39,9153.9,9705.4,551.5
2508,2017-10-25,TSLA,,,0.0,,325.84,-0.0,55.0,199.77272727272728,10987.5,17921.199999999997,6933.699999999997
2509,2017-10-25,AAPL,,,0.0,,156.41,-0.0,200.0,69.185,13837.0,31282.0,17445.0
2510,2017-10-25,GOOG,,,0.0,,973.33,-0.0,10.0,915.39,9153.9,9733.300000000001,579.4000000000015
2511,2017-10-26,TSLA,,,0.0,,326.17,-0.0,55.0,199.77272727272728,10987.5,17939.350000000002,6951.850000000002
2512,2017-10-26,GOOG,,,0.0,,972.56,-0.0,10.0,915.39,9153.9,9725.599999999999,571.6999999999989
2513,2017-10-26,AAPL,,,0.0,,157.41,-0.0,200.0,69.185,13837.0,31482.0,17645.0
2514,2017-10-27,GOOG,,,0.0,,1019.27,-0.0,10.0,915.39,9153.9,10192.7,1038.800000000001
2515,2017-10-27,TSLA,,,0.0,,320.87,-0.0,55.0,199.77272727272728,10987.5,17647.85,6660.3499999999985
2516,2017-10-27,AAPL,,,0.0,,163.05,-0.0,200.0,69.185,13837.0,32610.000000000004,18773.000000000004
2517,2017-10-30,GOOG,,,0.0,,1017.11,-0.0,10.0,915.39,9153.9,10171.1,1017.2000000000007
2518,2017-10-30,TSLA,,,0.0,,320.08,-0.0,55.0,199.77272727272728,10987.5,17604.399999999998,6616.899999999998
2519,2017-10-30,AAPL,,,0.0,,166.72,-0.0,200.0,69.185,13837.0,33344.0,19507.0
2520,2017-10-31,AAPL,,,0.0,,169.04,-0.0,200.0,69.185,13837.0,33808.0,19971.0
2521,2017-10-31,GOOG,,,0.0,,1016.64,-0.0,10.0,915.39,9153.9,10166.4,1012.5
2522,2017-10-31,TSLA,,,0.0,,331.53,-0.0,55.0,199.77272727272728,10987.5,18234.149999999998,7246.649999999998
2523,2017-11-01,TSLA,,,0.0,,321.08,-0.0,55.0,199.77272727272728,10987.5,17659.399999999998,6671.899999999998
2524,2017-11-01,GOOG,,,0.0,,1025.5,-0.0,10.0,915.39,9153.9,10255.0,1101.1000000000004
2525,2017-11-01,AAPL,,,0.0,,166.89,-0.0,200.0,69.185,13837.0,33378.0,19541.0
2526,2017-11-02,AAPL,,,0.0,,168.11,-0.0,200.0,69.185,13837.0,33622.0,19785.0
2527,2017-11-02,GOOG,,,0.0,,1025.58,-0.0,10.0,915.39,9153.9,10255.8,1101.8999999999996
2528,2017-11-02,TSLA,,,0.0,,299.26,-0.0,55.0,199.77272727272728,10987.5,16459.3,5471.799999999999
2529,2017-11-03,GOOG,,,0.0,,1032.48,-0.0,10.0,915.39,9153.9,10324.8,1170.8999999999996
2530,2017-11-03,TSLA,,,0.0,,306.09,-0.0,55.0,199.77272727272728,10987.5,16834.949999999997,5847.449999999997
2531,2017-11-03,AAPL,,,0.0,,172.5,-0.0,200.0,69.185,13837.0,34500.0,20663.0
2532,2017-11-06,TSLA,,,0.0,,302.78,-0.0,55.0,199.77272727272728,10987.5,16652.899999999998,5665.399999999998
2533,2017-11-06,AAPL,,,0.0,,174.25,-0.0,200.0,69.185,13837.0,34850.0,21013.0
2534,2017-11-06,GOOG,,,0.0,,1025.9,-0.0,10.0,915.39,9153.9,10259.0,1105.1000000000004
2535,2017-11-07,TSLA,,,0.0,,306.05,-0.0,55.0,199.77272727272728,10987.5,16832.75,5845.25
2536,2017-11-07,AAPL,,,0.0,,174.81,-0.0,200.0,69.185,13837.0,34962.0,21125.0
2537,2017-11-07,GOOG,,,0.0,,1033.33,-0.0,10.0,915.39,9153.9,10333.3,1179.3999999999996
2538,2017-11-08,AAPL,,,0.0,,176.24,-0.0,200.0,69.185,13837.0,35248.0,21411.0
2539,2017-11-08,GOOG,,,0.0,,1039.85,-0.0,10.0,915.39,9153.9,10398.5,1244.6000000000004
2540,2017-11-08,TSLA,,,0.0,,304.39,-0.0,55.0,199.77272727272728,10987.5,16741.45,5753.950000000001
2541,2017-11-09,GOOG,,,0.0,,1031.26,-0.0,10.0,915.39,9153.9,10312.6,1158.7000000000007
2542,2017-11-09,TSLA,,,0.0,,302.99,-0.0,55.0,199.77272727272728,10987.5,16664.45,5676.950000000001
2543,2017-11-09,AAPL,,,0.0,,175.88,-0.0,200.0,69.185,13837.0,35176.0,21339.0
2544,2017-11-10,GOOG,,,0.0,,1028.07,-0.0,10.0,915.39,9153.9,10280.699999999999,1126.7999999999993
2545,2017-11-10,TSLA,,,0.0,,302.99,-0.0,55.0,199.77272727272728,10987.5,16664.45,5676.950000000001
2546,2017-11-10,AAPL,,,0.0,,174.67,-0.0,200.0,69.185,13837.0,34934.0,21097.0
2547,2017-11-13,GOOG,,,0.0,,1025.75,-0.0,10.0,915.39,9153.9,10257.5,1103.6000000000004
2548,2017-11-13,AAPL,,,0.0,,173.97,-0.0,200.0,69.185,13837.0,34794.0,20957.0
2549,2017-11-13,TSLA,,,0.0,,315.4,-0.0,55.0,199.77272727272728,10987.5,17347.0,6359.5
2550,2017-11-14,AAPL,,,0.0,,171.34,-0.0,200.0,69.185,13837.0,34268.0,20431.0
2551,2017-11-14,GOOG,,,0.0,,1026.0,-0.0,10.0,915.39,9153.9,10260.0,1106.1000000000004
2552,2017-11-14,TSLA,,,0.0,,308.7,-0.0,55.0,199.77272727272728,10987.5,16978.5,5991.0
2553,2017-11-15,AAPL,,,0.0,,169.08,-0.0,200.0,69.185,13837.0,33816.0,19979.0
2554,2017-11-15,GOOG,,,0.0,,1020.91,-0.0,10.0,915.39,9153.9,10209.1,1055.2000000000007
2555,2017-11-15,TSLA,,,0.0,,311.3,-0.0,55.0,199.77272727272728,10987.5,17121.5,6134.0
2556,2017-11-16,GOOG,,,0.0,,1032.5,-0.0,10.0,915.39,9153.9,10325.0,1171.1000000000004
2557,2017-11-16,TSLA,,,0.0,,312.5,-0.0,55.0,199.77272727272728,10987.5,17187.5,6200.0
2558,2017-11-16,AAPL,,,0.0,,171.1,-0.0,200.0,69.185,13837.0,34220.0,20383.0
2559,2017-11-17,TSLA,,,0.0,,315.05,-0.0,55.0,199.77272727272728,10987.5,17327.75,6340.25
2560,2017-11-17,AAPL,,,0.0,,170.15,-0.0,200.0,69.185,13837.0,34030.0,20193.0
2561,2017-11-17,GOOG,,,0.0,,1019.09,-0.0,10.0,915.39,9153.9,10190.9,1037.0
2562,2017-11-20,TSLA,,,0.0,,308.74,-0.0,55.0,199.77272727272728,10987.5,16980.7,5993.200000000001
2563,2017-11-20,AAPL,,,0.0,,169.98,-0.0,200.0,69.185,13837.0,33996.0,20159.0
2564,2017-11-20,GOOG,,,0.0,,1018.38,-0.0,10.0,915.39,9153.9,10183.8,1029.8999999999996
2565,2017-11-21,TSLA,,,0.0,,317.81,-0.0,55.0,199.77272727272728,10987.5,17479.55,6492.049999999999
2566,2017-11-21,GOOG,,,0.0,,1034.49,-0.0,10.0,915.39,9153.9,10344.9,1191.0
2567,2017-11-21,AAPL,,,0.0,,173.14,-0.0,200.0,69.185,13837.0,34628.0,20791.0
2568,2017-11-22,TSLA,,,0.0,,312.6,-0.0,55.0,199.77272727272728,10987.5,17193.0,6205.5
2569,2017-11-22,GOOG,,,0.0,,1035.96,-0.0,10.0,915.39,9153.9,10359.6,1205.7000000000007
2570,2017-11-22,AAPL,,,0.0,,174.96,-0.0,200.0,69.185,13837.0,34992.0,21155.0
2571,2017-11-24,TSLA,,,0.0,,315.55,-0.0,55.0,199.77272727272728,10987.5,17355.25,6367.75
2572,2017-11-24,GOOG,,,0.0,,1040.61,-0.0,10.0,915.39,9153.9,10406.099999999999,1252.199999999999
2573,2017-11-24,AAPL,,,0.0,,174.97,-0.0,200.0,69.185,13837.0,34994.0,21157.0
2574,2017-11-27,TSLA,,,0.0,,316.81,-0.0,55.0,199.77272727272728,10987.5,17424.55,6437.049999999999
2575,2017-11-27,GOOG,,,0.0,,1054.21,-0.0,10.0,915.39,9153.9,10542.1,1388.2000000000007
2576,2017-11-27,AAPL,,,0.0,,174.09,-0.0,200.0,69.185,13837.0,34818.0,20981.0
2577,2017-11-28,GOOG,,,0.0,,1047.41,-0.0,10.0,915.39,9153.9,10474.1,1320.2000000000007
2578,2017-11-28,TSLA,,,0.0,,317.55,-0.0,55.0,199.77272727272728,10987.5,17465.25,6477.75
2579,2017-11-28,AAPL,,,0.0,,173.07,-0.0,200.0,69.185,13837.0,34614.0,20777.0
2580,2017-11-29,TSLA,,,0.0,,307.54,-0.0,55.0,199.77272727272728,10987.5,16914.7,5927.200000000001
2581,2017-11-29,GOOG,,,0.0,,1021.66,-0.0,10.0,915.39,9153.9,10216.6,1062.7000000000007
2582,2017-11-29,AAPL,,,0.0,,169.48,-0.0,200.0,69.185,13837.0,33896.0,20059.0
2583,2017-11-30,TSLA,,,0.0,,308.85,-0.0,55.0,199.77272727272728,10987.5,16986.75,5999.25
2584,2017-11-30,GOOG,,,0.0,,1021.41,-0.0,10.0,915.39,9153.9,10214.1,1060.2000000000007
2585,2017-11-30,AAPL,,,0.0,,171.85,-0.0,200.0,69.185,13837.0,34370.0,20533.0
2586,2017-12-01,AAPL,,,0.0,,171.05,-0.0,200.0,69.185,13837.0,34210.0,20373.0
2587,2017-12-01,GOOG,,,0.0,,1010.17,-0.0,10.0,915.39,9153.9,10101.699999999999,947.7999999999993
2588,2017-12-01,TSLA,,,0.0,,306.53,-0.0,55.0,199.77272727272728,10987.5,16859.149999999998,5871.649999999998
2589,2017-12-04,TSLA,,,0.0,,305.2,-0.0,55.0,199.77272727272728,10987.5,16786.0,5798.5
2590,2017-12-04,AAPL,,,0.0,,169.8,-0.0,200.0,69.185,13837.0,33960.0,20123.0
2591,2017-12-04,GOOG,,,0.0,,998.68,-0.0,10.0,915.39,9153.9,9986.8,832.8999999999996
2592,2017-12-05,TSLA,,,0.0,,303.7,-0.0,55.0,199.77272727272728,10987.5,16703.5,5716.0
2593,2017-12-05,GOOG,,,0.0,,1005.15,-0.0,10.0,915.39,9153.9,10051.5,897.6000000000004
2594,2017-12-05,AAPL,,,0.0,,169.64,-0.0,200.0,69.185,13837.0,33928.0,20091.0
2595,2017-12-06,TSLA,,,0.0,,313.26,-0.0,55.0,199.77272727272728,10987.5,17229.3,6241.799999999999
2596,2017-12-06,GOOG,,,0.0,,1018.38,-0.0,10.0,915.39,9153.9,10183.8,1029.8999999999996
2597,2017-12-06,AAPL,,,0.0,,169.01,-0.0,200.0,69.185,13837.0,33802.0,19965.0
2598,2017-12-07,TSLA,,,0.0,,311.24,-0.0,55.0,199.77272727272728,10987.5,17118.2,6130.700000000001
2599,2017-12-07,GOOG,,,0.0,,1030.93,-0.0,10.0,915.39,9153.9,10309.300000000001,1155.4000000000015
2600,2017-12-07,AAPL,,,0.0,,169.32,-0.0,200.0,69.185,13837.0,33864.0,20027.0
2601,2017-12-08,TSLA,,,0.0,,315.13,-0.0,55.0,199.77272727272728,10987.5,17332.15,6344.6500000000015
2602,2017-12-08,AAPL,,,0.0,,169.37,-0.0,200.0,69.185,13837.0,33874.0,20037.0
2603,2017-12-08,GOOG,,,0.0,,1037.05,-0.0,10.0,915.39,9153.9,10370.5,1216.6000000000004
2604,2017-12-11,GOOG,,,0.0,,1041.1,-0.0,10.0,915.39,9153.9,10411.0,1257.1000000000004
2605,2017-12-11,TSLA,,,0.0,,328.91,-0.0,55.0,199.77272727272728,10987.5,18090.050000000003,7102.550000000003
2606,2017-12-11,AAPL,,,0.0,,172.67,-0.0,200.0,69.185,13837.0,34534.0,20697.0
2607,2017-12-12,GOOG,,,0.0,,1040.48,-0.0,10.0,915.39,9153.9,10404.8,1250.8999999999996
2608,2017-12-12,TSLA,,,0.0,,341.03,-0.0,55.0,199.77272727272728,10987.5,18756.649999999998,7769.149999999998
2609,2017-12-12,AAPL,,,0.0,,171.7,-0.0,200.0,69.185,13837.0,34340.0,20503.0
2610,2017-12-13,GOOG,,,0.0,,1040.61,-0.0,10.0,915.39,9153.9,10406.099999999999,1252.199999999999
2611,2017-12-13,TSLA,,,0.0,,339.03,-0.0,55.0,199.77272727272728,10987.5,18646.649999999998,7659.149999999998
2612,2017-12-13,AAPL,,,0.0,,172.27,-0.0,200.0,69.185,13837.0,34454.0,20617.0
2613,2017-12-14,AAPL,,,0.0,,172.22,-0.0,200.0,69.185,13837.0,34444.0,20607.0
2614,2017-12-14,TSLA,,,0.0,,337.89,-0.0,55.0,199.77272727272728,10987.5,18583.95,7596.450000000001
2615,2017-12-14,GOOG,,,0.0,,1049.15,-0.0,10.0,915.39,9153.9,10491.5,1337.6000000000004
2616,2017-12-15,TSLA,,,0.0,,343.45,-0.0,55.0,199.77272727272728,10987.5,18889.75,7902.25
2617,2017-12-15,GOOG,,,0.0,,1064.19,-0.0,10.0,915.39,9153.9,10641.900000000001,1488.0000000000018
2618,2017-12-15,AAPL,,,0.0,,173.97,-0.0,200.0,69.185,13837.0,34794.0,20957.0
2619,2017-12-18,TSLA,,,0.0,,338.87,-0.0,55.0,199.77272727272728,10987.5,18637.85,7650.3499999999985
2620,2017-12-18,GOOG,,,0.0,,1077.14,-0.0,10.0,915.39,9153.9,10771.400000000001,1617.5000000000018
2621,2017-12-18,AAPL,,,0.0,,176.42,-0.0,200.0,69.185,13837.0,35284.0,21447.0
2622,2017-12-19,TSLA,,,0.0,,331.1,-0.0,55.0,199.77272727272728,10987.5,18210.5,7223.0
2623,2017-12-19,GOOG,,,0.0,,1070.68,-0.0,10.0,915.39,9153.9,10706.800000000001,1552.9000000000015
2624,2017-12-19,AAPL,,,0.0,,174.54,-0.0,200.0,69.185,13837.0,34908.0,21071.0
2625,2017-12-20,AAPL,,,0.0,,174.35,-0.0,200.0,69.185,13837.0,34870.0,21033.0
2626,2017-12-20,TSLA,,,0.0,,328.98,-0.0,55.0,199.77272727272728,10987.5,18093.9,7106.4000000000015
2627,2017-12-20,GOOG,,,0.0,,1064.95,-0.0,10.0,915.39,9153.9,10649.5,1495.6000000000004
2628,2017-12-21,TSLA,,,0.0,,331.66,-0.0,55.0,199.77272727272728,10987.5,18241.300000000003,7253.800000000003
2629,2017-12-21,GOOG,,,0.0,,1063.63,-0.0,10.0,915.39,9153.9,10636.300000000001,1482.4000000000015
2630,2017-12-21,AAPL,,,0.0,,175.01,-0.0,200.0,69.185,13837.0,35002.0,21165.0
2631,2017-12-22,GOOG,,,0.0,,1060.12,-0.0,10.0,915.39,9153.9,10601.199999999999,1447.2999999999993
2632,2017-12-22,TSLA,,,0.0,,325.2,-0.0,55.0,199.77272727272728,10987.5,17886.0,6898.5
2633,2017-12-22,AAPL,,,0.0,,175.01,-0.0,200.0,69.185,13837.0,35002.0,21165.0
2634,2017-12-26,TSLA,,,0.0,,317.29,-0.0,55.0,199.77272727272728,10987.5,17450.95,6463.450000000001
2635,2017-12-26,AAPL,,,0.0,,170.57,-0.0,200.0,69.185,13837.0,34114.0,20277.0
2636,2017-12-26,GOOG,,,0.0,,1056.74,-0.0,10.0,915.39,9153.9,10567.4,1413.5
2637,2017-12-27,GOOG,,,0.0,,1049.37,-0.0,10.0,915.39,9153.9,10493.699999999999,1339.7999999999993
2638,2017-12-27,TSLA,,,0.0,,311.64,-0.0,55.0,199.77272727272728,10987.5,17140.2,6152.700000000001
2639,2017-12-27,AAPL,,,0.0,,170.6,-0.0,200.0,69.185,13837.0,34120.0,20283.0
2640,2017-12-28,GOOG,,,0.0,,1048.14,-0.0,10.0,915.39,9153.9,10481.400000000001,1327.5000000000018
2641,2017-12-28,TSLA,,,0.0,,315.36,-0.0,55.0,199.77272727272728,10987.5,17344.8,6357.299999999999
2642,2017-12-28,AAPL,,,0.0,,171.08,-0.0,200.0,69.185,13837.0,34216.0,20379.0
2643,2017-12-29,TSLA,,,0.0,,311.35,-0.0,55.0,199.77272727272728,10987.5,17124.25,6136.75
2644,2017-12-29,AAPL,,,0.0,,169.23,-0.0,200.0,69.185,13837.0,33846.0,20009.0
2645,2017-12-29,GOOG,,,0.0,,1046.4,-0.0,10.0,915.39,9153.9,10464.0,1310.1000000000004
2646,2018-01-02,TSLA,,,0.0,,320.53,-0.0,55.0,199.77272727272728,10987.5,17629.149999999998,6641.649999999998
2647,2018-01-02,AAPL,,,0.0,,172.26,-0.0,200.0,69.185,13837.0,34452.0,20615.0
2648,2018-01-02,GOOG,,,0.0,,1065.0,-0.0,10.0,915.39,9153.9,10650.0,1496.1000000000004
2649,2018-01-03,AAPL,,,0.0,,172.23,-0.0,200.0,69.185,13837.0,34446.0,20609.0
2650,2018-01-03,GOOG,,,0.0,,1082.48,-0.0,10.0,915.39,9153.9,10824.8,1670.8999999999996
2651,2018-01-03,TSLA,,,0.0,,317.25,-0.0,55.0,199.77272727272728,10987.5,17448.75,6461.25
2652,2018-01-04,GOOG,,,0.0,,1086.4,-0.0,10.0,915.39,9153.9,10864.0,1710.1000000000004
2653,2018-01-04,TSLA,,,0.0,,314.62,-0.0,55.0,199.77272727272728,10987.5,17304.1,6316.5999999999985
2654,2018-01-04,AAPL,,,0.0,,173.03,-0.0,200.0,69.185,13837.0,34606.0,20769.0
2655,2018-01-05,AAPL,,,0.0,,175.0,-0.0,200.0,69.185,13837.0,35000.0,21163.0
2656,2018-01-05,GOOG,,,0.0,,1102.23,-0.0,10.0,915.39,9153.9,11022.3,1868.3999999999996
2657,2018-01-05,TSLA,,,0.0,,316.58,-0.0,55.0,199.77272727272728,10987.5,17411.899999999998,6424.399999999998
2658,2018-01-08,GOOG,,,0.0,,1106.94,-0.0,10.0,915.39,9153.9,11069.400000000001,1915.5000000000018
2659,2018-01-08,AAPL,,,0.0,,174.35,-0.0,200.0,69.185,13837.0,34870.0,21033.0
2660,2018-01-08,TSLA,,,0.0,,336.41,-0.0,55.0,199.77272727272728,10987.5,18502.550000000003,7515.050000000003
2661,2018-01-09,AAPL,,,0.0,,174.33,-0.0,200.0,69.185,13837.0,34866.0,21029.0
2662,2018-01-09,TSLA,,,0.0,,333.69,-0.0,55.0,199.77272727272728,10987.5,18352.95,7365.450000000001
2663,2018-01-09,GOOG,,,0.0,,1106.26,-0.0,10.0,915.39,9153.9,11062.6,1908.7000000000007
2664,2018-01-10,AAPL,,,0.0,,174.29,-0.0,200.0,69.185,13837.0,34858.0,21021.0
2665,2018-01-10,TSLA,,,0.0,,334.8,-0.0,55.0,199.77272727272728,10987.5,18414.0,7426.5
2666,2018-01-10,GOOG,,,0.0,,1102.61,-0.0,10.0,915.39,9153.9,11026.099999999999,1872.199999999999
2667,2018-01-11,AAPL,,,0.0,,175.28,-0.0,200.0,69.185,13837.0,35056.0,21219.0
2668,2018-01-11,TSLA,,,0.0,,337.95,-0.0,55.0,199.77272727272728,10987.5,18587.25,7599.75
2669,2018-01-11,GOOG,,,0.0,,1105.52,-0.0,10.0,915.39,9153.9,11055.2,1901.300000000001
2670,2018-01-12,AAPL,,,0.0,,177.09,-0.0,200.0,69.185,13837.0,35418.0,21581.0
2671,2018-01-12,TSLA,,,0.0,,336.22,-0.0,55.0,199.77272727272728,10987.5,18492.100000000002,7504.600000000002
2672,2018-01-12,GOOG,,,0.0,,1122.26,-0.0,10.0,915.39,9153.9,11222.6,2068.7000000000007
2673,2018-01-16,TSLA,,,0.0,,340.06,-0.0,55.0,199.77272727272728,10987.5,18703.3,7715.799999999999
2674,2018-01-16,AAPL,,,0.0,,176.19,-0.0,200.0,69.185,13837.0,35238.0,21401.0
2675,2018-01-16,GOOG,,,0.0,,1121.76,-0.0,10.0,915.39,9153.9,11217.6,2063.7000000000007
2676,2018-01-17,AAPL,,,0.0,,179.1,-0.0,200.0,69.185,13837.0,35820.0,21983.0
2677,2018-01-17,GOOG,,,0.0,,1131.98,-0.0,10.0,915.39,9153.9,11319.8,2165.8999999999996
2678,2018-01-17,TSLA,,,0.0,,347.16,-0.0,55.0,199.77272727272728,10987.5,19093.800000000003,8106.300000000003
2679,2018-01-18,GOOG,,,0.0,,1129.79,-0.0,10.0,915.39,9153.9,11297.9,2144.0
2680,2018-01-18,TSLA,,,0.0,,344.57,-0.0,55.0,199.77272727272728,10987.5,18951.35,7963.8499999999985
2681,2018-01-18,AAPL,,,0.0,,179.26,-0.0,200.0,69.185,13837.0,35852.0,22015.0
2682,2018-01-19,GOOG,,,0.0,,1137.51,-0.0,10.0,915.39,9153.9,11375.1,2221.2000000000007
2683,2018-01-19,TSLA,,,0.0,,350.02,-0.0,55.0,199.77272727272728,10987.5,19251.1,8263.599999999999
2684,2018-01-19,AAPL,,,0.0,,178.46,-0.0,200.0,69.185,13837.0,35692.0,21855.0
2685,2018-01-22,GOOG,,,0.0,,1155.81,-0.0,10.0,915.39,9153.9,11558.099999999999,2404.199999999999
2686,2018-01-22,TSLA,,,0.0,,351.56,-0.0,55.0,199.77272727272728,10987.5,19335.8,8348.3
2687,2018-01-22,AAPL,,,0.0,,177.0,-0.0,200.0,69.185,13837.0,35400.0,21563.0
2688,2018-01-23,AAPL,,,0.0,,177.04,-0.0,200.0,69.185,13837.0,35408.0,21571.0
2689,2018-01-23,GOOG,,,0.0,,1169.97,-0.0,10.0,915.39,9153.9,11699.7,2545.800000000001
2690,2018-01-23,TSLA,,,0.0,,352.79,-0.0,55.0,199.77272727272728,10987.5,19403.45,8415.95
2691,2018-01-24,AAPL,,,0.0,,174.22,-0.0,200.0,69.185,13837.0,34844.0,21007.0
2692,2018-01-24,TSLA,,,0.0,,345.89,-0.0,55.0,199.77272727272728,10987.5,19023.95,8036.450000000001
2693,2018-01-24,GOOG,,,0.0,,1164.24,-0.0,10.0,915.39,9153.9,11642.4,2488.5
2694,2018-01-25,TSLA,,,0.0,,337.64,-0.0,55.0,199.77272727272728,10987.5,18570.2,7582.700000000001
2695,2018-01-25,GOOG,,,0.0,,1170.37,-0.0,10.0,915.39,9153.9,11703.699999999999,2549.7999999999993
2696,2018-01-25,AAPL,,,0.0,,171.11,-0.0,200.0,69.185,13837.0,34222.0,20385.0
2697,2018-01-26,TSLA,,,0.0,,342.85,-0.0,55.0,199.77272727272728,10987.5,18856.75,7869.25
2698,2018-01-26,AAPL,,,0.0,,171.51,-0.0,200.0,69.185,13837.0,34302.0,20465.0
2699,2018-01-26,GOOG,,,0.0,,1175.84,-0.0,10.0,915.39,9153.9,11758.4,2604.5
2700,2018-01-29,GOOG,,,0.0,,1175.58,-0.0,10.0,915.39,9153.9,11755.8,2601.8999999999996
2701,2018-01-29,AAPL,,,0.0,,167.96,-0.0,200.0,69.185,13837.0,33592.0,19755.0
2702,2018-01-29,TSLA,,,0.0,,349.53,-0.0,55.0,199.77272727272728,10987.5,19224.149999999998,8236.649999999998
2703,2018-01-30,AAPL,,,0.0,,166.97,-0.0,200.0,69.185,13837.0,33394.0,19557.0
2704,2018-01-30,TSLA,,,0.0,,345.82,-0.0,55.0,199.77272727272728,10987.5,19020.1,8032.5999999999985
2705,2018-01-30,GOOG,,,0.0,,1163.69,-0.0,10.0,915.39,9153.9,11636.900000000001,2483.000000000002
2706,2018-01-31,TSLA,,,0.0,,354.31,-0.0,55.0,199.77272727272728,10987.5,19487.05,8499.55
2707,2018-01-31,GOOG,,,0.0,,1169.94,-0.0,10.0,915.39,9153.9,11699.400000000001,2545.500000000002
2708,2018-01-31,AAPL,,,0.0,,167.43,-0.0,200.0,69.185,13837.0,33486.0,19649.0
2709,2018-02-01,GOOG,,,0.0,,1167.7,-0.0,10.0,915.39,9153.9,11677.0,2523.1000000000004
2710,2018-02-01,AAPL,,,0.0,,167.78,-0.0,200.0,69.185,13837.0,33556.0,19719.0
2711,2018-02-01,TSLA,,,0.0,,349.25,-0.0,55.0,199.77272727272728,10987.5,19208.75,8221.25
2712,2018-02-02,TSLA,,,0.0,,343.75,-0.0,55.0,199.77272727272728,10987.5,18906.25,7918.75
2713,2018-02-02,AAPL,,,0.0,,160.5,-0.0,200.0,69.185,13837.0,32100.0,18263.0
2714,2018-02-02,GOOG,,,0.0,,1111.9,-0.0,10.0,915.39,9153.9,11119.0,1965.1000000000004
2715,2018-02-05,GOOG,,,0.0,,1055.8,-0.0,10.0,915.39,9153.9,10558.0,1404.1000000000004
2716,2018-02-05,AAPL,,,0.0,,156.49,-0.0,200.0,69.185,13837.0,31298.0,17461.0
2717,2018-02-05,TSLA,,,0.0,,333.13,-0.0,55.0,199.77272727272728,10987.5,18322.15,7334.6500000000015
2718,2018-02-06,TSLA,,,0.0,,333.97,-0.0,55.0,199.77272727272728,10987.5,18368.350000000002,7380.850000000002
