,Date,Ticker,Transaction,Transaction Price,Number of shares,Transaction Cost,Close,Net Shares,Cummulative Shares,Avg Price per Share,Cummulative Contributions,Daily Balance,Unrealized Gains(Losses)
1440,2015-10-22,AAPL,,,0.0,,115.5,-0.0,200.0,69.185,13837.0,23100.0,9263.0
1441,2015-10-22,TSLA,,,0.0,,211.72,-0.0,25.0,189.9,4747.5,5293.0,545.5
1442,2015-10-23,TSLA,,,0.0,,209.09,-0.0,25.0,189.9,4747.5,5227.25,479.75
1443,2015-10-23,AAPL,,,0.0,,119.08,-0.0,200.0,69.185,13837.0,23816.0,9979.0
1444,2015-10-26,TSLA,,,0.0,,215.26,-0.0,25.0,189.9,4747.5,5381.5,634.0
1445,2015-10-26,AAPL,,,0.0,,115.28,-0.0,200.0,69.185,13837.0,23056.0,9219.0
1446,2015-10-27,TSLA,,,0.0,,210.35,-0.0,25.0,189.9,4747.5,5258.75,511.25
1447,2015-10-27,AAPL,,,0.0,,114.55,-0.0,200.0,69.185,13837.0,22910.0,9073.0
1448,2015-10-28,AAPL,,,0.0,,119.27,-0.0,200.0,69.185,13837.0,23854.0,10017.0
1449,2015-10-28,TSLA,,,0.0,,212.96,-0.0,25.0,189.9,4747.5,5324.0,576.5
1450,2015-10-29,TSLA,,,0.0,,211.63,-0.0,25.0,189.9,4747.5,5290.75,543.25
1451,2015-10-29,AAPL,,,0.0,,120.53,-0.0,200.0,69.185,13837.0,24106.0,10269.0
1452,2015-10-30,TSLA,,,0.0,,206.93,-0.0,25.0,189.9,4747.5,5173.25,425.75
1453,2015-10-30,AAPL,,,0.0,,119.5,-0.0,200.0,69.185,13837.0,23900.0,10063.0
1454,2015-11-02,TSLA,,,0.0,,213.79,-0.0,25.0,189.9,4747.5,5344.75,597.25
1455,2015-11-02,AAPL,,,0.0,,121.18,-0.0,200.0,69.185,13837.0,24236.0,10399.0
1456,2015-11-03,AAPL,,,0.0,,122.57,-0.0,200.0,69.185,13837.0,24514.0,10677.0
1457,2015-11-03,TSLA,,,0.0,,208.35,-0.0,25.0,189.9,4747.5,5208.75,461.25
1458,2015-11-04,TSLA,,,0.0,,231.63,-0.0,25.0,189.9,4747.5,5790.75,1043.25
1459,2015-11-04,AAPL,,,0.0,,122.0,-0.0,200.0,69.185,13837.0,24400.0,10563.0
1460,2015-11-05,AAPL,,,0.0,,120.92,-0.0,200.0,69.185,13837.0,24184.0,10347.0
1461,2015-11-05,TSLA,,,0.0,,231.77,-0.0,25.0,189.9,4747.5,5794.25,1046.75
1462,2015-11-06,AAPL,,,0.0,,121.06,-0.0,200.0,69.185,13837.0,24212.0,10375.0
1463,2015-11-06,TSLA,,,0.0,,232.36,-0.0,25.0,189.9,4747.5,5809.0,1061.5
1464,2015-11-09,TSLA,,,0.0,,225.33,-0.0,25.0,189.9,4747.5,5633.25,885.75
1465,2015-11-09,AAPL,,,0.0,,120.57,-0.0,200.0,69.185,13837.0,24114.0,10277.0
1466,2015-11-10,TSLA,,,0.0,,216.5,-0.0,25.0,189.9,4747.5,5412.5,665.0
1467,2015-11-10,AAPL,,,0.0,,116.77,-0.0,200.0,69.185,13837.0,23354.0,9517.0
1468,2015-11-11,TSLA,,,0.0,,219.08,-0.0,25.0,189.9,4747.5,5477.0,729.5
1469,2015-11-11,AAPL,,,0.0,,116.11,-0.0,200.0,69.185,13837.0,23222.0,9385.0
1470,2015-11-12,AAPL,,,0.0,,115.72,-0.0,200.0,69.185,13837.0,23144.0,9307.0
1471,2015-11-12,TSLA,,,0.0,,212.94,-0.0,25.0,189.9,4747.5,5323.5,576.0
1472,2015-11-13,AAPL,,,0.0,,112.34,-0.0,200.0,69.185,13837.0,22468.0,8631.0
1473,2015-11-13,TSLA,,,0.0,,207.19,-0.0,25.0,189.9,4747.5,5179.75,432.25
1474,2015-11-16,AAPL,,,0.0,,114.18,-0.0,200.0,69.185,13837.0,22836.0,8999.0
1475,2015-11-16,TSLA,,,0.0,,214.31,-0.0,25.0,189.9,4747.5,5357.75,610.25
1476,2015-11-17,AAPL,,,0.0,,113.69,-0.0,200.0,69.185,13837.0,22738.0,8901.0
1477,2015-11-17,TSLA,,,0.0,,214.0,-0.0,25.0,189.9,4747.5,5350.0,602.5
1478,2015-11-18,AAPL,,,0.0,,117.29,-0.0,200.0,69.185,13837.0,23458.0,9621.0
1479,2015-11-18,TSLA,,,0.0,,221.07,-0.0,25.0,189.9,4747.5,5526.75,779.25
1480,2015-11-19,TSLA,,,0.0,,221.8,-0.0,25.0,189.9,4747.5,5545.0,797.5
1481,2015-11-19,AAPL,,,0.0,,118.78,-0.0,200.0,69.185,13837.0,23756.0,9919.0
1482,2015-11-20,TSLA,,,0.0,,220.01,-0.0,25.0,189.9,4747.5,5500.25,752.75
1483,2015-11-20,AAPL,,,0.0,,119.3,-0.0,200.0,69.185,13837.0,23860.0,10023.0
1484,2015-11-23,AAPL,,,0.0,,117.75,-0.0,200.0,69.185,13837.0,23550.0,9713.0
1485,2015-11-23,TSLA,,,0.0,,217.75,-0.0,25.0,189.9,4747.5,5443.75,696.25
1486,2015-11-24,TSLA,,,0.0,,218.25,-0.0,25.0,189.9,4747.5,5456.25,708.75
1487,2015-11-24,AAPL,,,0.0,,118.88,-0.0,200.0,69.185,13837.0,23776.0,9939.0
1488,2015-11-25,TSLA,,,0.0,,229.64,-0.0,25.0,189.9,4747.5,5741.0,993.5
1489,2015-11-25,AAPL,,,0.0,,118.03,-0.0,200.0,69.185,13837.0,23606.0,9769.0
1490,2015-11-27,TSLA,,,0.0,,231.61,-0.0,25.0,189.9,4747.5,5790.25,1042.75
1491,2015-11-27,AAPL,,,0.0,,117.81,-0.0,200.0,69.185,13837.0,23562.0,9725.0
1492,2015-11-30,TSLA,,,0.0,,230.26,-0.0,25.0,189.9,4747.5,5756.5,1009.0
1493,2015-11-30,AAPL,,,0.0,,118.3,-0.0,200.0,69.185,13837.0,23660.0,9823.0
1494,2015-12-01,TSLA,,,0.0,,237.19,-0.0,25.0,189.9,4747.5,5929.75,1182.25
1495,2015-12-01,AAPL,,,0.0,,117.34,-0.0,200.0,69.185,13837.0,23468.0,9631.0
1496,2015-12-02,TSLA,,,0.0,,231.99,-0.0,25.0,189.9,4747.5,5799.75,1052.25
1497,2015-12-02,AAPL,,,0.0,,116.28,-0.0,200.0,69.185,13837.0,23256.0,9419.0
1498,2015-12-03,AAPL,,,0.0,,115.2,-0.0,200.0,69.185,13837.0,23040.0,9203.0
1499,2015-12-03,TSLA,,,0.0,,232.71,-0.0,25.0,189.9,4747.5,5817.75,1070.25
1500,2015-12-04,TSLA,,,0.0,,230.38,-0.0,25.0,189.9,4747.5,5759.5,1012.0
1501,2015-12-04,AAPL,,,0.0,,119.03,-0.0,200.0,69.185,13837.0,23806.0,9969.0
1502,2015-12-07,AAPL,,,0.0,,118.28,-0.0,200.0,69.185,13837.0,23656.0,9819.0
1503,2015-12-07,TSLA,,,0.0,,231.13,-0.0,25.0,189.9,4747.5,5778.25,1030.75
1504,2015-12-08,AAPL,,,0.0,,118.23,-0.0,200.0,69.185,13837.0,23646.0,9809.0
1505,2015-12-08,TSLA,,,0.0,,226.72,-0.0,25.0,189.9,4747.5,5668.0,920.5
1506,2015-12-09,TSLA,,,0.0,,224.52,-0.0,25.0,189.9,4747.5,5613.0,865.5
1507,2015-12-09,AAPL,,,0.0,,115.62,-0.0,200.0,69.185,13837.0,23124.0,9287.0
1508,2015-12-10,TSLA,,,0.0,,227.07,-0.0,25.0,189.9,4747.5,5676.75,929.25
1509,2015-12-10,AAPL,,,0.0,,116.17,-0.0,200.0,69.185,13837.0,23234.0,9397.0
1510,2015-12-11,AAPL,,,0.0,,113.18,-0.0,200.0,69.185,13837.0,22636.0,8799.0
1511,2015-12-11,TSLA,,,0.0,,217.02,-0.0,25.0,189.9,4747.5,5425.5,678.0
1512,2015-12-14,TSLA,,,0.0,,218.58,-0.0,25.0,189.9,4747.5,5464.5,717.0
1513,2015-12-14,AAPL,,,0.0,,112.48,-0.0,200.0,69.185,13837.0,22496.0,8659.0
1514,2015-12-15,TSLA,,,0.0,,221.09,-0.0,25.0,189.9,4747.5,5527.25,779.75
1515,2015-12-15,AAPL,,,0.0,,110.49,-0.0,200.0,69.185,13837.0,22098.0,8261.0
1516,2015-12-16,TSLA,,,0.0,,234.51,-0.0,25.0,189.9,4747.5,5862.75,1115.25
1517,2015-12-16,AAPL,,,0.0,,111.34,-0.0,200.0,69.185,13837.0,22268.0,8431.0
1518,2015-12-17,TSLA,,,0.0,,233.39,-0.0,25.0,189.9,4747.5,5834.75,1087.25
1519,2015-12-17,AAPL,,,0.0,,108.98,-0.0,200.0,69.185,13837.0,21796.0,7959.0
1520,2015-12-18,TSLA,,,0.0,,230.46,-0.0,25.0,189.9,4747.5,5761.5,1014.0
1521,2015-12-18,AAPL,,,0.0,,106.03,-0.0,200.0,69.185,13837.0,21206.0,7369.0
1522,2015-12-21,TSLA,,,0.0,,232.56,-0.0,25.0,189.9,4747.5,5814.0,1066.5
1523,2015-12-21,AAPL,,,0.0,,107.33,-0.0,200.0,69.185,13837.0,21466.0,7629.0
1524,2015-12-22,AAPL,,,0.0,,107.23,-0.0,200.0,69.185,13837.0,21446.0,7609.0
1525,2015-12-22,TSLA,,,0.0,,229.95,-0.0,25.0,189.9,4747.5,5748.75,1001.25
1526,2015-12-23,AAPL,,,0.0,,108.61,-0.0,200.0,69.185,13837.0,21722.0,7885.0
1527,2015-12-23,TSLA,,,0.0,,229.7,-0.0,25.0,189.9,4747.5,5742.5,995.0
1528,2015-12-24,AAPL,,,0.0,,108.03,-0.0,200.0,69.185,13837.0,21606.0,7769.0
1529,2015-12-24,TSLA,,,0.0,,230.57,-0.0,25.0,189.9,4747.5,5764.25,1016.75
1530,2015-12-28,TSLA,,,0.0,,228.95,-0.0,25.0,189.9,4747.5,5723.75,976.25
1531,2015-12-28,AAPL,,,0.0,,106.82,-0.0,200.0,69.185,13837.0,21364.0,7527.0
1532,2015-12-29,AAPL,,,0.0,,108.74,-0.0,200.0,69.185,13837.0,21748.0,7911.0
1533,2015-12-29,TSLA,,,0.0,,237.19,-0.0,25.0,189.9,4747.5,5929.75,1182.25
1534,2015-12-30,AAPL,,,0.0,,107.32,-0.0,200.0,69.185,13837.0,21464.0,7627.0
1535,2015-12-30,TSLA,,,0.0,,238.09,-0.0,25.0,189.9,4747.5,5952.25,1204.75
1536,2015-12-31,AAPL,,,0.0,,105.26,-0.0,200.0,69.185,13837.0,21052.0,7215.0
1537,2015-12-31,TSLA,,,0.0,,240.01,-0.0,25.0,189.9,4747.5,6000.25,1252.75
1538,2016-01-04,TSLA,,,0.0,,223.41,-0.0,25.0,189.9,4747.5,5585.25,837.75
1539,2016-01-04,AAPL,,,0.0,,105.35,-0.0,200.0,69.185,13837.0,21070.0,7233.0
1540,2016-01-05,AAPL,,,0.0,,102.71,-0.0,200.0,69.185,13837.0,20542.0,6705.0
1541,2016-01-05,TSLA,,,0.0,,223.43,-0.0,25.0,189.9,4747.5,5585.75,838.25
1542,2016-01-06,TSLA,,,0.0,,219.04,-0.0,25.0,189.9,4747.5,5476.0,728.5
1543,2016-01-06,AAPL,,,0.0,,100.7,-0.0,200.0,69.185,13837.0,20140.0,6303.0
1544,2016-01-07,AAPL,,,0.0,,96.45,-0.0,200.0,69.185,13837.0,19290.0,5453.0
1545,2016-01-07,TSLA,,,0.0,,215.65,-0.0,25.0,189.9,4747.5,5391.25,643.75
1546,2016-01-08,TSLA,,,0.0,,211.0,-0.0,25.0,189.9,4747.5,5275.0,527.5
1547,2016-01-08,AAPL,,,0.0,,96.96,-0.0,200.0,69.185,13837.0,19392.0,5555.0
1548,2016-01-11,TSLA,,,0.0,,207.85,-0.0,25.0,189.9,4747.5,5196.25,448.75
1549,2016-01-11,AAPL,,,0.0,,98.53,-0.0,200.0,69.185,13837.0,19706.0,5869.0
1550,2016-01-12,TSLA,,,0.0,,209.97,-0.0,25.0,189.9,4747.5,5249.25,501.75
1551,2016-01-12,AAPL,,,0.0,,99.96,-0.0,200.0,69.185,13837.0,19992.0,6155.0
1552,2016-01-13,TSLA,,,0.0,,200.31,-0.0,25.0,189.9,4747.5,5007.75,260.25
1553,2016-01-13,AAPL,,,0.0,,97.39,-0.0,200.0,69.185,13837.0,19478.0,5641.0
1554,2016-01-14,TSLA,,,0.0,,206.18,-0.0,25.0,189.9,4747.5,5154.5,407.0
1555,2016-01-14,AAPL,,,0.0,,99.52,-0.0,200.0,69.185,13837.0,19904.0,6067.0
1556,2016-01-15,TSLA,,,0.0,,204.99,-0.0,25.0,189.9,4747.5,5124.75,377.25
1557,2016-01-15,AAPL,,,0.0,,97.13,-0.0,200.0,69.185,13837.0,19426.0,5589.0
1558,2016-01-19,TSLA,,,0.0,,204.72,-0.0,25.0,189.9,4747.5,5118.0,370.5
1559,2016-01-19,AAPL,,,0.0,,96.66,-0.0,200.0,69.185,13837.0,19332.0,5495.0
1560,2016-01-20,AAPL,,,0.0,,96.79,-0.0,200.0,69.185,13837.0,19358.0,5521.0
1561,2016-01-20,TSLA,,,0.0,,198.7,-0.0,25.0,189.9,4747.5,4967.5,220.0
1562,2016-01-21,TSLA,,,0.0,,199.97,-0.0,25.0,189.9,4747.5,4999.25,251.75
1563,2016-01-21,AAPL,,,0.0,,96.3,-0.0,200.0,69.185,13837.0,19260.0,5423.0
1564,2016-01-22,TSLA,,,0.0,,202.55,-0.0,25.0,189.9,4747.5,5063.75,316.25
1565,2016-01-22,AAPL,,,0.0,,101.42,-0.0,200.0,69.185,13837.0,20284.0,6447.0
1566,2016-01-25,AAPL,,,0.0,,99.44,-0.0,200.0,69.185,13837.0,19888.0,6051.0
1567,2016-01-25,TSLA,,,0.0,,196.38,-0.0,25.0,189.9,4747.5,4909.5,162.0
1568,2016-01-26,AAPL,,,0.0,,99.99,-0.0,200.0,69.185,13837.0,19998.0,6161.0
1569,2016-01-26,TSLA,,,0.0,,193.56,-0.0,25.0,189.9,4747.5,4839.0,91.5
1570,2016-01-27,AAPL,,,0.0,,93.42,-0.0,200.0,69.185,13837.0,18684.0,4847.0
1571,2016-01-27,TSLA,,,0.0,,188.07,-0.0,25.0,189.9,4747.5,4701.75,-45.75
1572,2016-01-28,TSLA,,,0.0,,189.7,-0.0,25.0,189.9,4747.5,4742.5,-5.0
1573,2016-01-28,AAPL,,,0.0,,94.09,-0.0,200.0,69.185,13837.0,18818.0,4981.0
1574,2016-01-29,TSLA,,,0.0,,191.2,-0.0,25.0,189.9,4747.5,4780.0,32.5
1575,2016-01-29,AAPL,,,0.0,,97.34,-0.0,200.0,69.185,13837.0,19468.0,5631.0
1576,2016-02-01,TSLA,,,0.0,,196.94,-0.0,25.0,189.9,4747.5,4923.5,176.0
1577,2016-02-01,AAPL,,,0.0,,96.43,-0.0,200.0,69.185,13837.0,19286.0,5449.0
1578,2016-02-02,AAPL,,,0.0,,94.48,-0.0,200.0,69.185,13837.0,18896.0,5059.0
1579,2016-02-02,TSLA,,,0.0,,182.78,-0.0,25.0,189.9,4747.5,4569.5,-178.0
1580,2016-02-03,AAPL,,,0.0,,96.35,-0.0,200.0,69.185,13837.0,19270.0,5433.0
1581,2016-02-03,TSLA,,,0.0,,173.48,-0.0,25.0,189.9,4747.5,4337.0,-410.5
1582,2016-02-04,AAPL,,,0.0,,96.6,-0.0,200.0,69.185,13837.0,19320.0,5483.0
1583,2016-02-04,TSLA,,,0.0,,175.33,-0.0,25.0,189.9,4747.5,4383.25,-364.25
1584,2016-02-05,AAPL,,,0.0,,94.02,-0.0,200.0,69.185,13837.0,18804.0,4967.0
1585,2016-02-05,TSLA,,,0.0,,162.6,-0.0,25.0,189.9,4747.5,4065.0,-682.5
1586,2016-02-08,AAPL,,,0.0,,95.01,-0.0,200.0,69.185,13837.0,19002.0,5165.0
1587,2016-02-08,TSLA,,,0.0,,147.99,-0.0,25.0,189.9,4747.5,3699.75,-1047.75
1588,2016-02-09,TSLA,,,0.0,,148.25,-0.0,25.0,189.9,4747.5,3706.25,-1041.25
1589,2016-02-09,AAPL,,,0.0,,94.99,-0.0,200.0,69.185,13837.0,18998.0,5161.0
1590,2016-02-10,TSLA,,,0.0,,143.67,-0.0,25.0,189.9,4747.5,3591.7499999999995,-1155.7500000000005
1591,2016-02-10,AAPL,,,0.0,,94.27,-0.0,200.0,69.185,13837.0,18854.0,5017.0
1592,2016-02-11,TSLA,,,0.0,,150.47,-0.0,25.0,189.9,4747.5,3761.75,-985.75
1593,2016-02-11,AAPL,,,0.0,,93.7,-0.0,200.0,69.185,13837.0,18740.0,4903.0
1594,2016-02-12,TSLA,,,0.0,,151.04,-0.0,25.0,189.9,4747.5,3776.0,-971.5
1595,2016-02-12,AAPL,,,0.0,,93.99,-0.0,200.0,69.185,13837.0,18798.0,4961.0
1596,2016-02-16,AAPL,,,0.0,,96.64,-0.0,200.0,69.185,13837.0,19328.0,5491.0
1597,2016-02-16,TSLA,,,0.0,,155.17,-0.0,25.0,189.9,4747.5,3879.2499999999995,-868.2500000000005
1598,2016-02-17,AAPL,,,0.0,,98.12,-0.0,200.0,69.185,13837.0,19624.0,5787.0
1599,2016-02-17,TSLA,,,0.0,,168.68,-0.0,25.0,189.9,4747.5,4217.0,-530.5
1600,2016-02-18,AAPL,,,0.0,,96.26,-0.0,200.0,69.185,13837.0,19252.0,5415.0
1601,2016-02-18,TSLA,,,0.0,,166.77,-0.0,25.0,189.9,4747.5,4169.25,-578.25
1602,2016-02-19,AAPL,,,0.0,,96.04,-0.0,200.0,69.185,13837.0,19208.0,5371.0
1603,2016-02-19,TSLA,,,0.0,,166.58,-0.0,25.0,189.9,4747.5,4164.5,-583.0
1604,2016-02-22,TSLA,,,0.0,,177.74,-0.0,25.0,189.9,4747.5,4443.5,-304.0
1605,2016-02-22,AAPL,,,0.0,,96.88,-0.0,200.0,69.185,13837.0,19376.0,5539.0
1606,2016-02-23,TSLA,,,0.0,,177.21,-0.0,25.0,189.9,4747.5,4430.25,-317.25
1607,2016-02-23,AAPL,,,0.0,,94.69,-0.0,200.0,69.185,13837.0,18938.0,5101.0
1608,2016-02-24,TSLA,,,0.0,,179.0,-0.0,25.0,189.9,4747.5,4475.0,-272.5
1609,2016-02-24,AAPL,,,0.0,,96.1,-0.0,200.0,69.185,13837.0,19220.0,5383.0
1610,2016-02-25,TSLA,,,0.0,,187.43,-0.0,25.0,189.9,4747.5,4685.75,-61.75
1611,2016-02-25,AAPL,,,0.0,,96.76,-0.0,200.0,69.185,13837.0,19352.0,5515.0
1612,2016-02-26,TSLA,,,0.0,,190.34,-0.0,25.0,189.9,4747.5,4758.5,11.0
1613,2016-02-26,AAPL,,,0.0,,96.91,-0.0,200.0,69.185,13837.0,19382.0,5545.0
1614,2016-02-29,AAPL,,,0.0,,96.69,-0.0,200.0,69.185,13837.0,19338.0,5501.0
1615,2016-02-29,TSLA,,,0.0,,191.93,-0.0,25.0,189.9,4747.5,4798.25,50.75
1616,2016-03-01,TSLA,,,0.0,,186.35,-0.0,25.0,189.9,4747.5,4658.75,-88.75
1617,2016-03-01,AAPL,,,0.0,,100.53,-0.0,200.0,69.185,13837.0,20106.0,6269.0
1618,2016-03-02,TSLA,,,0.0,,188.34,-0.0,25.0,189.9,4747.5,4708.5,-39.0
1619,2016-03-02,AAPL,,,0.0,,100.75,-0.0,200.0,69.185,13837.0,20150.0,6313.0
1620,2016-03-03,TSLA,,,0.0,,195.74,-0.0,25.0,189.9,4747.5,4893.5,146.0
1621,2016-03-03,AAPL,,,0.0,,101.5,-0.0,200.0,69.185,13837.0,20300.0,6463.0
1622,2016-03-04,AAPL,,,0.0,,103.01,-0.0,200.0,69.185,13837.0,20602.0,6765.0
1623,2016-03-04,TSLA,,,0.0,,201.04,-0.0,25.0,189.9,4747.5,5026.0,278.5
1624,2016-03-07,AAPL,,,0.0,,101.87,-0.0,200.0,69.185,13837.0,20374.0,6537.0
1625,2016-03-07,TSLA,,,0.0,,205.29,-0.0,25.0,189.9,4747.5,5132.25,384.75
1626,2016-03-08,AAPL,,,0.0,,101.03,-0.0,200.0,69.185,13837.0,20206.0,6369.0
1627,2016-03-08,TSLA,,,0.0,,202.6,-0.0,25.0,189.9,4747.5,5065.0,317.5
1628,2016-03-09,AAPL,,,0.0,,101.12,-0.0,200.0,69.185,13837.0,20224.0,6387.0
1629,2016-03-09,TSLA,,,0.0,,208.72,-0.0,25.0,189.9,4747.5,5218.0,470.5
1630,2016-03-10,AAPL,,,0.0,,101.17,-0.0,200.0,69.185,13837.0,20234.0,6397.0
1631,2016-03-10,TSLA,,,0.0,,205.18,-0.0,25.0,189.9,4747.5,5129.5,382.0
1632,2016-03-11,AAPL,,,0.0,,102.26,-0.0,200.0,69.185,13837.0,20452.0,6615.0
1633,2016-03-11,TSLA,,,0.0,,207.5,-0.0,25.0,189.9,4747.5,5187.5,440.0
1634,2016-03-14,TSLA,,,0.0,,215.15,-0.0,25.0,189.9,4747.5,5378.75,631.25
1635,2016-03-14,AAPL,,,0.0,,102.52,-0.0,200.0,69.185,13837.0,20504.0,6667.0
1636,2016-03-15,AAPL,,,0.0,,104.58,-0.0,200.0,69.185,13837.0,20916.0,7079.0
1637,2016-03-15,TSLA,,,0.0,,218.34,-0.0,25.0,189.9,4747.5,5458.5,711.0
1638,2016-03-16,TSLA,,,0.0,,221.93,-0.0,25.0,189.9,4747.5,5548.25,800.75
1639,2016-03-16,AAPL,,,0.0,,105.97,-0.0,200.0,69.185,13837.0,21194.0,7357.0
1640,2016-03-17,TSLA,,,0.0,,226.38,-0.0,25.0,189.9,4747.5,5659.5,912.0
1641,2016-03-17,AAPL,,,0.0,,105.8,-0.0,200.0,69.185,13837.0,21160.0,7323.0
1642,2016-03-18,AAPL,,,0.0,,105.92,-0.0,200.0,69.185,13837.0,21184.0,7347.0
1643,2016-03-18,TSLA,,,0.0,,232.74,-0.0,25.0,189.9,4747.5,5818.5,1071.0
1644,2016-03-21,AAPL,,,0.0,,105.91,-0.0,200.0,69.185,13837.0,21182.0,7345.0
1645,2016-03-21,TSLA,,,0.0,,238.32,-0.0,25.0,189.9,4747.5,5958.0,1210.5
1646,2016-03-22,AAPL,,,0.0,,106.72,-0.0,200.0,69.185,13837.0,21344.0,7507.0
1647,2016-03-22,TSLA,,,0.0,,234.24,-0.0,25.0,189.9,4747.5,5856.0,1108.5
1648,2016-03-23,TSLA,,,0.0,,222.58,-0.0,25.0,189.9,4747.5,5564.5,817.0
1649,2016-03-23,AAPL,,,0.0,,106.13,-0.0,200.0,69.185,13837.0,21226.0,7389.0
1650,2016-03-24,TSLA,,,0.0,,227.75,-0.0,25.0,189.9,4747.5,5693.75,946.25
1651,2016-03-24,AAPL,,,0.0,,105.67,-0.0,200.0,69.185,13837.0,21134.0,7297.0
1652,2016-03-28,AAPL,,,0.0,,105.19,-0.0,200.0,69.185,13837.0,21038.0,7201.0
1653,2016-03-28,TSLA,,,0.0,,230.26,-0.0,25.0,189.9,4747.5,5756.5,1009.0
1654,2016-03-29,AAPL,,,0.0,,107.68,-0.0,200.0,69.185,13837.0,21536.0,7699.0
1655,2016-03-29,TSLA,,,0.0,,230.13,-0.0,25.0,189.9,4747.5,5753.25,1005.75
1656,2016-03-30,TSLA,,,0.0,,226.89,-0.0,25.0,189.9,4747.5,5672.25,924.75
1657,2016-03-30,AAPL,,,0.0,,109.56,-0.0,200.0,69.185,13837.0,21912.0,8075.0
1658,2016-03-31,AAPL,,,0.0,,108.99,-0.0,200.0,69.185,13837.0,21798.0,7961.0
1659,2016-03-31,TSLA,,,0.0,,229.77,-0.0,25.0,189.9,4747.5,5744.25,996.75
1660,2016-04-01,AAPL,,,0.0,,109.99,-0.0,200.0,69.185,13837.0,21998.0,8161.0
1661,2016-04-01,TSLA,,,0.0,,237.59,-0.0,25.0,189.9,4747.5,5939.75,1192.25
1662,2016-04-04,AAPL,,,0.0,,111.12,-0.0,200.0,69.185,13837.0,22224.0,8387.0
1663,2016-04-04,TSLA,,,0.0,,246.99,-0.0,25.0,189.9,4747.5,6174.75,1427.25
1664,2016-04-05,AAPL,,,0.0,,109.81,-0.0,200.0,69.185,13837.0,21962.0,8125.0
1665,2016-04-05,TSLA,,,0.0,,255.47,-0.0,25.0,189.9,4747.5,6386.75,1639.25
1666,2016-04-06,AAPL,,,0.0,,110.96,-0.0,200.0,69.185,13837.0,22192.0,8355.0
1667,2016-04-06,TSLA,,,0.0,,265.42,-0.0,25.0,189.9,4747.5,6635.5,1888.0
1668,2016-04-07,AAPL,,,0.0,,108.54,-0.0,200.0,69.185,13837.0,21708.0,7871.0
1669,2016-04-07,TSLA,,,0.0,,257.2,-0.0,25.0,189.9,4747.5,6430.0,1682.5
1670,2016-04-08,AAPL,,,0.0,,108.66,-0.0,200.0,69.185,13837.0,21732.0,7895.0
1671,2016-04-08,TSLA,,,0.0,,250.07,-0.0,25.0,189.9,4747.5,6251.75,1504.25
1672,2016-04-11,AAPL,,,0.0,,109.02,-0.0,200.0,69.185,13837.0,21804.0,7967.0
1673,2016-04-11,TSLA,,,0.0,,249.92,-0.0,25.0,189.9,4747.5,6248.0,1500.5
1674,2016-04-12,AAPL,,,0.0,,110.44,-0.0,200.0,69.185,13837.0,22088.0,8251.0
1675,2016-04-12,TSLA,,,0.0,,247.82,-0.0,25.0,189.9,4747.5,6195.5,1448.0
1676,2016-04-13,TSLA,,,0.0,,254.53,-0.0,25.0,189.9,4747.5,6363.25,1615.75
1677,2016-04-13,AAPL,,,0.0,,112.04,-0.0,200.0,69.185,13837.0,22408.0,8571.0
1678,2016-04-14,AAPL,,,0.0,,112.1,-0.0,200.0,69.185,13837.0,22420.0,8583.0
1679,2016-04-14,TSLA,,,0.0,,251.86,-0.0,25.0,189.9,4747.5,6296.5,1549.0
1680,2016-04-15,TSLA,,,0.0,,254.51,-0.0,25.0,189.9,4747.5,6362.75,1615.25
1681,2016-04-15,AAPL,,,0.0,,109.85,-0.0,200.0,69.185,13837.0,21970.0,8133.0
1682,2016-04-18,TSLA,,,0.0,,253.88,-0.0,25.0,189.9,4747.5,6347.0,1599.5
1683,2016-04-18,AAPL,,,0.0,,107.48,-0.0,200.0,69.185,13837.0,21496.0,7659.0
1684,2016-04-19,AAPL,,,0.0,,106.91,-0.0,200.0,69.185,13837.0,21382.0,7545.0
1685,2016-04-19,TSLA,,,0.0,,247.37,-0.0,25.0,189.9,4747.5,6184.25,1436.75
1686,2016-04-20,AAPL,,,0.0,,107.13,-0.0,200.0,69.185,13837.0,21426.0,7589.0
1687,2016-04-20,TSLA,,,0.0,,249.97,-0.0,25.0,189.9,4747.5,6249.25,1501.75
1688,2016-04-21,TSLA,,,0.0,,248.29,-0.0,25.0,189.9,4747.5,6207.25,1459.75
1689,2016-04-21,AAPL,,,0.0,,105.97,-0.0,200.0,69.185,13837.0,21194.0,7357.0
1690,2016-04-22,AAPL,,,0.0,,105.68,-0.0,200.0,69.185,13837.0,21136.0,7299.0
1691,2016-04-22,TSLA,,,0.0,,253.75,-0.0,25.0,189.9,4747.5,6343.75,1596.25
1692,2016-04-25,AAPL,,,0.0,,105.08,-0.0,200.0,69.185,13837.0,21016.0,7179.0
1693,2016-04-25,TSLA,,,0.0,,251.82,-0.0,25.0,189.9,4747.5,6295.5,1548.0
1694,2016-04-26,AAPL,,,0.0,,104.35,-0.0,200.0,69.185,13837.0,20870.0,7033.0
1695,2016-04-26,TSLA,,,0.0,,253.74,-0.0,25.0,189.9,4747.5,6343.5,1596.0
1696,2016-04-27,TSLA,,,0.0,,251.47,-0.0,25.0,189.9,4747.5,6286.75,1539.25
1697,2016-04-27,AAPL,,,0.0,,97.82,-0.0,200.0,69.185,13837.0,19564.0,5727.0
